ID,Overall_Experience,Seat_Comfort,Seat_Class,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding
98842819,1,Excellent,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Poor,Poor,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Good
98842820,0,Acceptable,Green Car,Extremely Poor,Acceptable,Inconvenient,Needs Improvement,Acceptable,Poor,Needs Improvement,Good,Poor,Acceptable,Poor,Acceptable,Needs Improvement
98842821,1,Acceptable,Green Car,Acceptable,Poor,Manageable,Good,Excellent,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Acceptable
98842822,1,Good,Ordinary,Good,,Manageable,Excellent,Needs Improvement,Excellent,Excellent,Acceptable,Needs Improvement,Poor,Acceptable,Acceptable,Excellent
98842823,0,Good,Green Car,Excellent,Good,Manageable,Good,Good,Needs Improvement,Good,Needs Improvement,Acceptable,Poor,Excellent,Poor,Good
98842824,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Excellent,Excellent,Excellent,Excellent,,Acceptable,Excellent,Acceptable,Good,Excellent
98842825,1,Excellent,Ordinary,Poor,Poor,Inconvenient,Excellent,Excellent,Excellent,Excellent,Acceptable,Poor,Poor,Poor,Acceptable,Excellent
98842826,1,Excellent,Ordinary,,Good,Convenient,Poor,Good,Poor,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Poor
98842827,1,Excellent,Ordinary,Extremely Poor,Excellent,Manageable,Poor,Excellent,Poor,Poor,Good,Needs Improvement,Excellent,Excellent,Good,Poor
98842828,1,Excellent,Ordinary,Extremely Poor,Excellent,Convenient,Acceptable,Excellent,Acceptable,Acceptable,Acceptable,Poor,Good,Poor,Poor,Acceptable
98842829,0,Acceptable,Ordinary,Excellent,Acceptable,Convenient,Acceptable,Acceptable,Acceptable,Acceptable,,Excellent,Good,Acceptable,Excellent,Acceptable
98842830,1,Poor,Ordinary,Poor,Poor,Inconvenient,Acceptable,Good,Good,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Good
98842831,1,Excellent,Green Car,,Excellent,Very Convenient,Excellent,Excellent,Excellent,Excellent,Good,Poor,Needs Improvement,Good,Good,Excellent
98842832,0,Acceptable,Green Car,Acceptable,Acceptable,Needs Improvement,Poor,Acceptable,Poor,Poor,Acceptable,Excellent,Acceptable,Excellent,Excellent,Poor
98842833,1,Good,Ordinary,Extremely Poor,Good,Needs Improvement,Excellent,Good,Excellent,Excellent,Acceptable,Acceptable,Excellent,Acceptable,Excellent,Excellent
98842834,1,Poor,Ordinary,Poor,Poor,Inconvenient,Poor,Good,Excellent,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Acceptable,Acceptable
98842835,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Good
98842836,0,Acceptable,Ordinary,Acceptable,Acceptable,Very Convenient,Poor,Acceptable,Poor,Poor,Acceptable,Acceptable,Good,Good,Excellent,Poor
98842837,0,Acceptable,Green Car,Acceptable,Acceptable,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Good,Needs Improvement,Acceptable
98842838,1,Poor,Green Car,Poor,,Inconvenient,Acceptable,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent
98842839,0,Needs Improvement,Green Car,Excellent,,Very Convenient,Poor,Needs Improvement,Poor,Poor,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Poor
98842840,1,Acceptable,Ordinary,Acceptable,Poor,Manageable,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Acceptable
98842841,0,Acceptable,Ordinary,Excellent,Acceptable,Convenient,Good,Acceptable,Good,Good,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Good
98842842,1,Poor,Ordinary,Poor,Needs Improvement,Inconvenient,Acceptable,Good,Excellent,Good,Good,Good,Good,Acceptable,Good,Excellent
98842843,0,Good,Ordinary,Acceptable,Good,Needs Improvement,Good,Good,Needs Improvement,Good,Acceptable,Excellent,Needs Improvement,Good,Acceptable,Good
98842844,1,Extremely Poor,Ordinary,Extremely Poor,Extremely Poor,Needs Improvement,Needs Improvement,Extremely Poor,Needs Improvement,Needs Improvement,Good,Good,Good,Acceptable,Good,Needs Improvement
98842845,0,Needs Improvement,Green Car,Good,Needs Improvement,Manageable,Good,Needs Improvement,Good,Good,Good,Good,Good,Acceptable,Good,Good
98842846,1,Good,Green Car,Extremely Poor,Good,Convenient,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Acceptable,Good,Excellent
98842847,1,Good,Green Car,Good,Good,Manageable,Good,Good,Good,Good,Excellent,Good,Acceptable,Good,Good,Good
98842848,1,Extremely Poor,Green Car,Good,Extremely Poor,Manageable,Good,Good,Good,Poor,Poor,Extremely Poor,Acceptable,Good,Poor,Excellent
98842849,0,Good,Green Car,Good,Good,Convenient,Acceptable,Good,Good,Needs Improvement,Needs Improvement,Good,Needs Improvement,Acceptable,Needs Improvement,Acceptable
98842850,0,Needs Improvement,Ordinary,Acceptable,Needs Improvement,Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Acceptable,Good,Good,Acceptable,Needs Improvement
98842851,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Needs Improvement,Needs Improvement,Excellent
98842852,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Good,Excellent,Acceptable,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Poor
98842853,0,Poor,Green Car,Good,Poor,Manageable,Poor,Needs Improvement,Good,Good,Excellent,Good,Excellent,Good,Good,Good
98842854,1,Good,Green Car,Good,Good,Convenient,Acceptable,Excellent,Excellent,Acceptable,Acceptable,Needs Improvement,Acceptable,Excellent,Acceptable,Acceptable
98842855,1,Extremely Poor,Green Car,Poor,Extremely Poor,Manageable,Acceptable,Extremely Poor,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Good,Acceptable,Good,Acceptable
98842856,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Excellent,Excellent,,Excellent,Excellent,Good,Excellent,Acceptable
98842857,0,Acceptable,Green Car,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,,Acceptable,Excellent,Excellent,Good,Needs Improvement
98842858,1,Excellent,Ordinary,,Excellent,Very Convenient,Excellent,Good,Good,Acceptable,Acceptable,Good,Acceptable,Excellent,Acceptable,Excellent
98842859,0,Needs Improvement,Green Car,Excellent,Excellent,Convenient,Poor,Excellent,Poor,Poor,Excellent,Needs Improvement,Needs Improvement,Good,Acceptable,Poor
98842860,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Excellent,Excellent,Excellent,Excellent,Acceptable,Needs Improvement,Poor,Excellent,Good,Excellent
98842861,1,Good,Ordinary,Excellent,,Very Convenient,Good,Excellent,Good,Good,Excellent,Poor,Poor,Acceptable,Poor,Good
98842862,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Acceptable,Good,Good,Good,Good,Good,Excellent,Good,Good,Acceptable
98842863,0,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Convenient,Acceptable,Needs Improvement,Acceptable,Acceptable,Good,Acceptable,Excellent,Good,Excellent,Acceptable
98842864,1,Extremely Poor,Green Car,Extremely Poor,,Manageable,Good,Good,Good,Acceptable,Acceptable,Poor,Needs Improvement,Good,Acceptable,Good
98842865,1,Good,Ordinary,Good,Good,Convenient,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
98842866,0,Needs Improvement,Green Car,Good,Needs Improvement,Very Convenient,Poor,Needs Improvement,Poor,Poor,Good,Acceptable,Good,Acceptable,Excellent,Poor
98842867,1,Extremely Poor,Ordinary,Good,Extremely Poor,Inconvenient,Excellent,Good,Excellent,Poor,Poor,Poor,Poor,Excellent,Poor,Acceptable
98842868,1,Good,Green Car,Good,Good,Manageable,Acceptable,Good,Excellent,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,Acceptable
98842869,0,Needs Improvement,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Good,Good,Good,Good,Needs Improvement
98842870,0,Acceptable,Green Car,Excellent,Excellent,Needs Improvement,Poor,Excellent,Poor,Poor,,Poor,Good,Acceptable,Good,Poor
98842871,0,Good,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Poor,Good,Needs Improvement,Acceptable,Poor,Poor,Needs Improvement,Good
98842872,0,Good,Green Car,Good,Good,Very Convenient,Poor,Good,Poor,Poor,Acceptable,Needs Improvement,Good,Acceptable,Good,Poor
98842873,1,Good,Ordinary,,Good,Convenient,Acceptable,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good
98842874,0,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Good,Acceptable,Excellent,Excellent,Needs Improvement,Good,Needs Improvement
98842875,0,Needs Improvement,Ordinary,Good,Good,Convenient,Needs Improvement,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Needs Improvement
98842876,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Good,Acceptable,Acceptable,Good,Acceptable,Good,Acceptable,Acceptable
98842877,0,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Poor,Poor,Acceptable,Acceptable,Good,Acceptable,Excellent,Poor
98842878,0,Needs Improvement,Ordinary,,Acceptable,Manageable,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor
98842879,0,Needs Improvement,Green Car,Poor,Needs Improvement,Convenient,Acceptable,Needs Improvement,Good,Acceptable,Acceptable,Excellent,Acceptable,Acceptable,Good,Acceptable
98842880,1,Good,Green Car,Good,Acceptable,Convenient,Excellent,Poor,Poor,Good,Good,Good,Good,Good,Good,Needs Improvement
98842881,1,Excellent,Green Car,Excellent,Good,Very Convenient,Acceptable,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98842882,1,Good,Ordinary,Excellent,Good,Needs Improvement,Poor,Good,Poor,Poor,Acceptable,Good,Good,Excellent,Good,Poor
98842883,1,Poor,Ordinary,Poor,Poor,Inconvenient,Excellent,Excellent,Excellent,Excellent,Needs Improvement,Poor,Acceptable,Needs Improvement,Poor,Excellent
98842884,0,Good,Ordinary,Acceptable,Good,Manageable,Acceptable,Acceptable,Acceptable,Good,Good,Good,Good,Good,Good,Good
98842885,0,Acceptable,Green Car,Good,Good,Convenient,Acceptable,Acceptable,Needs Improvement,Acceptable,Poor,Excellent,Acceptable,Needs Improvement,Acceptable,Acceptable
98842886,0,Needs Improvement,Green Car,,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Needs Improvement,Acceptable,Excellent,Excellent,Excellent,Excellent
98842887,1,Extremely Poor,Ordinary,Poor,Extremely Poor,Convenient,Excellent,Extremely Poor,Excellent,Excellent,Poor,Excellent,Acceptable,Poor,Acceptable,Excellent
98842888,1,Excellent,Green Car,Excellent,,Very Convenient,Good,Excellent,Excellent,Good,Good,Good,Good,Excellent,Good,Excellent
98842889,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Acceptable,Excellent,Good
98842890,0,Needs Improvement,Green Car,Needs Improvement,,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Poor,Good,Needs Improvement
98842891,0,Acceptable,Green Car,,Excellent,Very Convenient,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Good,Acceptable,Poor
98842892,0,Poor,Ordinary,Good,Poor,Needs Improvement,Acceptable,Poor,Needs Improvement,Acceptable,Excellent,Good,Good,Excellent,Good,Acceptable
98842893,1,Needs Improvement,Ordinary,Needs Improvement,Good,Needs Improvement,Acceptable,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Good
98842894,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Excellent,Good,Excellent
98842895,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Acceptable,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Acceptable
98842896,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Needs Improvement,Good,Good,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Acceptable,Acceptable
98842897,1,Excellent,Green Car,Needs Improvement,Acceptable,Needs Improvement,Excellent,Excellent,Good,Excellent,Acceptable,Needs Improvement,Poor,Needs Improvement,Excellent,Excellent
98842898,1,Excellent,Green Car,Excellent,Excellent,Inconvenient,Excellent,Excellent,Poor,Excellent,Good,Excellent,Excellent,Good,Good,Excellent
98842899,1,Good,Ordinary,,Good,Convenient,Poor,Good,Acceptable,Good,Good,Good,Good,Good,Good,Acceptable
98842900,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Excellent,Good,,Good,Good,Good,Good,Good
98842901,1,Good,Green Car,Good,Good,Manageable,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Good,Good,Excellent
98842902,1,Needs Improvement,Green Car,,Needs Improvement,Needs Improvement,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Excellent
98842903,0,Acceptable,Ordinary,Extremely Poor,Acceptable,Inconvenient,Good,Acceptable,Good,Good,Excellent,Good,Good,Acceptable,Excellent,Good
98842904,1,Good,Ordinary,Good,Good,Convenient,Acceptable,Excellent,Excellent,Good,Good,Good,Good,Needs Improvement,Good,Excellent
98842905,1,Poor,Ordinary,Poor,,Inconvenient,Acceptable,Good,Good,Good,Good,Good,Good,Excellent,Good,Excellent
98842906,0,Needs Improvement,Green Car,Good,Good,Convenient,Excellent,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Poor
98842907,1,Poor,Ordinary,Poor,Acceptable,Inconvenient,Good,Poor,Poor,Good,Good,Good,Good,Good,Good,Good
98842908,1,Good,Green Car,,Good,Convenient,Excellent,Excellent,Good,Excellent,Poor,Good,Poor,Good,Acceptable,Excellent
98842909,0,Acceptable,Green Car,Needs Improvement,,Needs Improvement,Excellent,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Acceptable
98842910,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Acceptable
98842911,0,Acceptable,Ordinary,Extremely Poor,Acceptable,Inconvenient,Poor,Acceptable,Poor,Poor,Excellent,Acceptable,Excellent,Excellent,Good,Poor
98842912,0,Acceptable,Green Car,Poor,Poor,Inconvenient,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Poor,Acceptable,Acceptable
98842913,1,Excellent,Ordinary,Excellent,,Very Convenient,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent
98842914,0,Acceptable,Green Car,Excellent,Acceptable,Convenient,Needs Improvement,Acceptable,Needs Improvement,Acceptable,,Acceptable,Poor,Good,Acceptable,Poor
98842915,0,Needs Improvement,Ordinary,Needs Improvement,Poor,Manageable,Good,Poor,Good,Good,Poor,Acceptable,Good,Needs Improvement,Acceptable,Good
98842916,0,Needs Improvement,Ordinary,Needs Improvement,Good,Needs Improvement,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor
98842917,1,Excellent,Green Car,Poor,Poor,Inconvenient,Poor,Acceptable,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Needs Improvement
98842918,0,Good,Green Car,,Good,Manageable,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent
98842919,1,Poor,Green Car,Poor,Needs Improvement,Inconvenient,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98842920,1,Excellent,Ordinary,Excellent,Excellent,Convenient,Excellent,Excellent,Excellent,Excellent,Acceptable,Good,Good,Good,Excellent,Excellent
98842921,1,Extremely Poor,Green Car,Acceptable,Extremely Poor,Very Convenient,Excellent,Poor,Poor,Excellent,Good,Needs Improvement,Good,Good,Acceptable,Excellent
98842922,1,Poor,Ordinary,,Poor,Inconvenient,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good
98842923,0,Acceptable,Ordinary,Acceptable,Acceptable,Inconvenient,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Poor,Excellent,Acceptable,Poor,Excellent,Needs Improvement
98842924,1,Needs Improvement,Ordinary,Needs Improvement,,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent
98842925,1,Poor,Ordinary,Poor,Excellent,Inconvenient,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Good,Good
98842926,0,Acceptable,Ordinary,Poor,Poor,Inconvenient,Acceptable,Acceptable,Acceptable,Acceptable,Good,Excellent,Poor,Acceptable,Needs Improvement,Acceptable
98842927,0,Good,Ordinary,,Good,Very Convenient,Acceptable,Good,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable
98842928,1,Good,Ordinary,Good,Good,Convenient,Acceptable,Excellent,Good,Good,Good,Good,Good,Excellent,Good,Good
98842929,1,Excellent,Ordinary,Good,Good,Manageable,Needs Improvement,Good,Poor,Needs Improvement,Acceptable,Excellent,Good,Good,Excellent,Needs Improvement
98842930,0,Good,Ordinary,Excellent,Good,Inconvenient,Good,Good,Excellent,Needs Improvement,Needs Improvement,Good,Needs Improvement,Good,Needs Improvement,Excellent
98842931,0,Good,Ordinary,Good,Good,Convenient,Needs Improvement,Excellent,Good,Needs Improvement,Needs Improvement,Good,Needs Improvement,Good,Needs Improvement,Excellent
98842932,0,Poor,Green Car,Excellent,Poor,Needs Improvement,Acceptable,Poor,Poor,Acceptable,Poor,Needs Improvement,Acceptable,Good,Excellent,Acceptable
98842933,0,Acceptable,Green Car,Needs Improvement,Acceptable,Manageable,Good,Acceptable,Good,Good,Good,Excellent,Good,Needs Improvement,Good,Good
98842934,1,Good,Ordinary,Excellent,Excellent,Very Convenient,Good,Good,Good,Good,Good,Needs Improvement,Excellent,Acceptable,Poor,Good
98842935,1,Acceptable,Green Car,Poor,Poor,Inconvenient,Acceptable,Good,Acceptable,Acceptable,,Acceptable,Poor,Acceptable,Poor,Acceptable
98842936,1,Needs Improvement,Green Car,,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Good,Good,Good,Good,Good,Poor,Good,Good
98842937,1,Extremely Poor,Green Car,Extremely Poor,Extremely Poor,Manageable,Acceptable,Extremely Poor,Needs Improvement,Acceptable,,Acceptable,Excellent,Excellent,Good,Acceptable
98842938,1,Extremely Poor,Green Car,Good,Extremely Poor,Manageable,Poor,Extremely Poor,Poor,Poor,Acceptable,Excellent,Good,Acceptable,Good,Poor
98842939,1,Good,Green Car,Good,Needs Improvement,Convenient,Acceptable,Excellent,Acceptable,Acceptable,Excellent,Acceptable,Good,Acceptable,Acceptable,Acceptable
98842940,1,Good,Green Car,Good,Good,Inconvenient,Acceptable,Good,Excellent,Acceptable,Good,Acceptable,Excellent,Excellent,Good,Acceptable
98842941,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Excellent,Acceptable,Poor,Acceptable,Needs Improvement
