ID,Gender,Customer_Type,Age,Type_Travel,Travel_Class,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins
98848276,Female,Loyal Customer,45,Personal Travel,Eco,802,0,0
98848277,Female,Loyal Customer,23,Business Travel,Business,3824,0,0
98848278,Male,Loyal Customer,60,Personal Travel,Eco,2615,0,0
98848279,Female,Loyal Customer,32,Personal Travel,Eco,1851,0,0
98848280,Male,Loyal Customer,26,,Business,4403,0,4
98848281,Female,Loyal Customer,21,Business Travel,Business,3327,26,25
98848282,Male,Disloyal Customer,29,Business Travel,Business,1781,0,0
98848283,Male,Loyal Customer,21,Business Travel,Business,1341,0,0
98848284,Female,,28,Business Travel,Eco,1163,0,1
98848285,Male,,34,Business Travel,Business,2947,3,5
98848286,Male,Loyal Customer,50,Business Travel,Business,256,0,0
98848287,Female,Loyal Customer,48,Personal Travel,Eco,669,0,0
98848288,Female,Loyal Customer,59,Business Travel,Business,787,20,0
98848289,Male,Loyal Customer,35,Business Travel,Business,3145,0,0
98848290,Male,Loyal Customer,35,Business Travel,Business,1503,23,4
98848291,Female,Disloyal Customer,25,Business Travel,Eco,2808,0,0
98848292,Male,Loyal Customer,41,Business Travel,Business,277,0,0
98848293,Female,Loyal Customer,23,Business Travel,Business,2167,0,0
98848294,Male,Disloyal Customer,32,Business Travel,Eco,1914,0,11
98848295,Male,Disloyal Customer,28,Business Travel,Business,1485,1,4
98848296,Male,Disloyal Customer,35,,Eco,2814,15,30
98848297,Female,Loyal Customer,34,Personal Travel,Eco,3351,104,104
98848298,Male,Disloyal Customer,59,Business Travel,Eco,2089,14,22
98848299,Male,Loyal Customer,40,Business Travel,Business,1496,0,0
98848300,Female,Disloyal Customer,25,Business Travel,Eco,3041,214,258
98848301,Female,Disloyal Customer,25,Business Travel,Eco,1821,36,35
98848302,Male,Loyal Customer,59,Business Travel,Business,109,0,10
98848303,Female,Disloyal Customer,28,Business Travel,Business,2603,0,0
98848304,Female,Loyal Customer,18,Business Travel,Business,3305,0,0
98848305,Female,Loyal Customer,76,Business Travel,Business,1636,3,0
98848306,Male,Disloyal Customer,34,Business Travel,Business,3925,0,0
98848307,Male,Loyal Customer,45,Personal Travel,Eco,1339,0,0
98848308,Male,Loyal Customer,52,Business Travel,Eco,1808,0,0
98848309,Female,Loyal Customer,46,Business Travel,Business,1460,42,38
98848310,Male,Loyal Customer,38,Business Travel,Business,2045,0,0
98848311,Female,Disloyal Customer,14,,Eco,1926,0,0
98848312,Male,Disloyal Customer,18,Business Travel,Eco,1418,43,47
98848313,Male,Loyal Customer,46,,Business,2762,0,0
98848314,Male,Loyal Customer,32,Business Travel,Business,2229,25,18
98848315,Female,Loyal Customer,26,Personal Travel,Business,2670,71,74
98848316,Male,Loyal Customer,43,Business Travel,Business,590,0,0
98848317,Male,Loyal Customer,45,Business Travel,Business,60,74,67
98848318,Male,Loyal Customer,7,Personal Travel,Eco,3215,0,0
98848319,Female,Loyal Customer,7,Personal Travel,Eco,2320,0,0
98848320,Female,Loyal Customer,54,Business Travel,Business,984,10,12
98848321,Male,Loyal Customer,30,Personal Travel,Eco,1864,22,0
98848322,Male,Loyal Customer,15,Personal Travel,Eco,3166,0,6
98848323,Female,Disloyal Customer,21,Business Travel,Eco,2633,4,0
98848324,Female,,62,Personal Travel,Eco,1057,0,0
98848325,Female,Loyal Customer,40,Personal Travel,Eco,2039,0,0
98848326,Male,Loyal Customer,25,Business Travel,Business,2725,25,27
98848327,Female,Loyal Customer,59,Personal Travel,Eco,267,16,5
98848328,Male,,22,Business Travel,Eco,3103,0,0
98848329,Male,Loyal Customer,59,Business Travel,Business,631,0,0
98848330,Male,Loyal Customer,33,Business Travel,Business,3372,0,0
98848331,Female,Loyal Customer,32,Personal Travel,Eco,1748,0,0
98848332,Male,Loyal Customer,7,Personal Travel,Eco,1568,69,84
98848333,Female,Loyal Customer,37,Personal Travel,Eco,1365,22,24
98848334,Female,Loyal Customer,49,Business Travel,Business,2625,0,0
98848335,Female,Loyal Customer,54,Business Travel,Eco,480,0,1
98848336,Female,Loyal Customer,60,Business Travel,Business,3087,6,0
98848337,Female,Loyal Customer,42,Personal Travel,Business,1688,39,40
98848338,Female,Loyal Customer,31,Personal Travel,Eco,2484,0,0
98848339,Male,Loyal Customer,48,Business Travel,Business,1326,6,0
98848340,Female,Disloyal Customer,7,Business Travel,Eco,1579,0,0
98848341,Male,Loyal Customer,63,Business Travel,Eco,3649,3,0
98848342,Male,Loyal Customer,23,Personal Travel,Business,1505,0,0
98848343,Female,Disloyal Customer,29,Business Travel,Eco,1870,5,9
98848344,Female,Loyal Customer,46,Business Travel,Business,4010,2,0
98848345,Male,Loyal Customer,8,Business Travel,Business,1600,0,0
98848346,Female,Loyal Customer,31,Personal Travel,Eco,3248,0,0
98848347,Male,Loyal Customer,54,Business Travel,Eco,1378,31,28
98848348,Male,Loyal Customer,23,Business Travel,Eco,2210,6,0
98848349,Female,Loyal Customer,40,Personal Travel,Eco,2114,39,42
98848350,Male,Loyal Customer,28,Business Travel,Business,1817,0,4
98848351,Female,,23,Business Travel,Eco,1412,0,0
98848352,Female,Loyal Customer,53,Business Travel,Eco,1045,24,7
98848353,Female,Loyal Customer,66,Personal Travel,Eco,3085,179,187
98848354,Male,Loyal Customer,35,Personal Travel,Eco,2938,2,0
98848355,Male,Loyal Customer,48,Business Travel,Business,3814,0,0
98848356,Male,Loyal Customer,43,,Eco,1154,0,0
98848357,Male,Loyal Customer,29,Personal Travel,Eco,2230,4,0
98848358,Male,Loyal Customer,47,Business Travel,Business,577,0,0
98848359,Female,,42,Business Travel,Eco,2632,0,0
98848360,Female,Loyal Customer,28,Personal Travel,Eco,4262,0,0
98848361,Male,,39,Personal Travel,Business,1015,0,0
98848362,Female,,38,Business Travel,Business,433,0,0
98848363,Male,Disloyal Customer,38,Business Travel,Eco,2252,0,0
98848364,Female,Loyal Customer,64,Personal Travel,Eco,961,0,0
98848365,Female,Loyal Customer,33,Business Travel,Eco,2881,0,0
98848366,Male,Loyal Customer,39,,Business,2037,2,2
98848367,Female,,19,Business Travel,Business,2721,0,0
98848368,Male,Loyal Customer,48,Business Travel,Business,1791,0,0
98848369,Female,Loyal Customer,7,Personal Travel,Eco,2623,73,63
98848370,Male,Loyal Customer,45,Business Travel,Business,4594,252,231
98848371,Female,Disloyal Customer,34,Business Travel,Eco,1928,0,0
98848372,Male,Loyal Customer,15,Business Travel,Business,4143,0,0
98848373,Male,Loyal Customer,68,Personal Travel,Eco,3809,28,30
98848374,Female,Loyal Customer,55,,Eco,729,31,34
98848375,Female,Loyal Customer,29,Personal Travel,Eco,1516,0,0
98848376,Female,Loyal Customer,58,Business Travel,Business,2588,41,56
98848377,Male,Loyal Customer,14,Personal Travel,Eco,1951,0,0
98848378,Male,Loyal Customer,68,Personal Travel,Eco,3124,1,20
98848379,Male,Loyal Customer,46,Business Travel,Business,3811,0,0
98848380,Male,,28,Business Travel,Business,2632,0,0
98848381,Female,Loyal Customer,34,Business Travel,Business,2833,0,0
98848382,Male,Loyal Customer,55,Business Travel,Business,2986,19,8
98848383,Female,Disloyal Customer,30,Business Travel,Eco,1555,0,0
98848384,Male,Loyal Customer,50,Business Travel,Business,1168,0,0
98848385,Male,Loyal Customer,28,Business Travel,Business,2483,0,24
98848386,Female,Loyal Customer,30,Business Travel,Business,4771,0,0
98848387,Male,Loyal Customer,9,Personal Travel,Eco,2557,60,44
98848388,Female,Disloyal Customer,13,Business Travel,Business,2363,0,0
98848389,Female,Loyal Customer,22,Business Travel,Business,3738,17,0
98848390,Female,Disloyal Customer,24,Business Travel,Eco,2260,13,10
98848391,Female,,29,Personal Travel,Eco,2625,1,0
98848392,Female,Loyal Customer,23,Business Travel,Business,4288,0,1
98848393,Female,Loyal Customer,44,Personal Travel,Eco,549,0,0
98848394,Female,Disloyal Customer,27,Business Travel,Business,2179,0,0
98848395,Male,Loyal Customer,38,Business Travel,Eco,1217,0,0
98848396,Male,Loyal Customer,47,Business Travel,Business,2058,36,17
98848397,Male,Loyal Customer,55,Business Travel,Business,514,27,15
98848398,Female,Loyal Customer,18,Business Travel,Eco,2916,0,0
98848399,Male,Loyal Customer,32,Personal Travel,Eco,1381,0,0
98848400,Male,Loyal Customer,10,Personal Travel,Eco,1951,0,0
98848401,Male,Loyal Customer,59,Business Travel,Business,2090,0,7
98848402,Female,Loyal Customer,66,Personal Travel,Eco,2533,4,2
98848403,Male,Loyal Customer,35,Business Travel,Business,1131,0,0
98848404,Male,Loyal Customer,58,,Eco,1494,0,0
98848405,Male,,55,Business Travel,Eco,1538,0,0
98848406,Male,Loyal Customer,8,Personal Travel,Eco,3014,2,0
98848407,Female,Disloyal Customer,39,Business Travel,Business,2276,0,0
98848408,Male,Loyal Customer,28,Business Travel,Eco,2134,23,9
98848409,Female,Loyal Customer,24,Business Travel,Business,2662,0,8
98848410,Female,Loyal Customer,9,,Business,4111,0,0
98848411,Male,Loyal Customer,17,Business Travel,Business,3674,0,0
98848412,Female,Loyal Customer,49,Personal Travel,Eco,1353,3,9
98848413,Male,,33,Personal Travel,Eco,1365,0,0
98848414,Female,Loyal Customer,46,Personal Travel,Eco,2468,0,0
98848415,Male,Loyal Customer,56,Personal Travel,Eco,1389,0,0
98848416,Male,Loyal Customer,59,Business Travel,Business,1891,87,87
98848417,Female,Loyal Customer,42,Personal Travel,Business,2755,338,304
98848418,Male,Disloyal Customer,38,Business Travel,Eco,1484,0,0
98848419,Male,Loyal Customer,37,Business Travel,Business,1700,0,0
98848420,Female,Loyal Customer,29,Personal Travel,Business,1381,0,6
98848421,Female,Loyal Customer,28,Business Travel,Eco,1712,0,0
98848422,Female,Loyal Customer,46,Business Travel,Business,1483,2,0
98848423,Male,Loyal Customer,15,Personal Travel,Eco,2343,42,35
98848424,Female,Loyal Customer,43,Business Travel,Business,1559,0,0
98848425,Female,Loyal Customer,51,Business Travel,Eco,123,2,14
98848426,Female,Loyal Customer,56,,Eco,68,79,90
98848427,Female,Loyal Customer,42,Business Travel,Business,2255,0,0
98848428,Female,Loyal Customer,64,Business Travel,Business,1898,38,41
98848429,Female,,57,Business Travel,Business,2353,11,3
98848430,Male,Loyal Customer,52,,Business,3789,0,0
98848431,Male,Disloyal Customer,33,Business Travel,Eco,1866,0,0
98848432,Male,Loyal Customer,21,Personal Travel,Eco,1672,0,1
98848433,Female,Loyal Customer,46,Business Travel,Business,611,0,0
98848434,Female,Loyal Customer,52,Business Travel,Business,209,0,0
98848435,Male,Loyal Customer,14,Personal Travel,Eco,3997,16,0
98848436,Male,Loyal Customer,65,Business Travel,Business,2082,5,0
98848437,Female,Loyal Customer,54,,Eco,1292,0,0
98848438,Female,Disloyal Customer,27,Business Travel,Business,1578,0,0
98848439,Female,Loyal Customer,53,Personal Travel,Eco,1462,0,0
98848440,Male,Loyal Customer,57,,Business,2666,1,0
98848441,Male,Disloyal Customer,37,Business Travel,Business,2742,19,13
98848442,Female,Loyal Customer,25,Business Travel,Business,1604,4,19
98848443,Female,Loyal Customer,32,Business Travel,Business,5264,12,14
98848444,Male,Disloyal Customer,61,Business Travel,Business,2168,0,0
98848445,Male,Loyal Customer,22,Business Travel,Business,5312,0,0
98848446,Female,Loyal Customer,35,Personal Travel,Eco,2183,139,138
98848447,Female,Loyal Customer,37,Business Travel,Business,2731,,
98848448,Male,Disloyal Customer,30,Business Travel,Business,2545,1,7
98848449,Male,Loyal Customer,54,,Eco,1325,0,0
98848450,Female,Loyal Customer,36,Business Travel,Eco,1905,0,0
98848451,Female,Loyal Customer,61,Personal Travel,Eco,370,0,0
98848452,Female,Disloyal Customer,34,Business Travel,Business,2905,1,2
98848453,Male,Disloyal Customer,44,Business Travel,Business,2139,295,288
98848454,Female,Loyal Customer,56,Business Travel,Business,1440,0,0
98848455,Female,Loyal Customer,41,Business Travel,Business,3244,0,0
98848456,Male,Loyal Customer,55,Business Travel,Business,937,0,0
98848457,Female,,56,Business Travel,Eco,942,0,0
98848458,Male,Loyal Customer,59,Business Travel,Business,2842,104,106
98848459,Male,Loyal Customer,37,Business Travel,Business,2068,16,0
98848460,Male,Disloyal Customer,32,Business Travel,Eco,1971,0,27
98848461,Male,Loyal Customer,29,Business Travel,Business,3008,19,0
98848462,Female,Loyal Customer,11,Business Travel,Business,2761,0,0
98848463,Female,Disloyal Customer,29,Business Travel,Business,2024,0,0
98848464,Female,Disloyal Customer,22,Business Travel,Eco,2302,0,0
98848465,Female,Loyal Customer,42,Business Travel,Business,1946,11,1
98848466,Female,Loyal Customer,37,Business Travel,Eco,1362,15,15
98848467,Male,Disloyal Customer,29,Business Travel,Business,1933,0,0
98848468,Female,Disloyal Customer,22,Business Travel,Business,1417,50,46
98848469,Male,Loyal Customer,52,,Business,3212,10,19
98848470,Male,Loyal Customer,44,Business Travel,Business,1617,57,47
98848471,Male,Disloyal Customer,23,Business Travel,Eco,1116,4,2
98848472,Female,Disloyal Customer,38,Business Travel,Eco,1858,0,5
98848473,Female,,30,Business Travel,Eco,2088,6,1
98848474,Male,Disloyal Customer,37,Business Travel,Eco,2031,0,22
98848475,Female,Loyal Customer,48,Personal Travel,Eco,909,20,8
98848476,Male,Loyal Customer,24,Business Travel,Business,4854,18,21
98848477,Female,Loyal Customer,41,Business Travel,Business,2476,18,0
98848478,Female,Loyal Customer,47,Personal Travel,Eco,204,0,0
98848479,Female,Loyal Customer,38,,Business,1459,13,9
98848480,Male,Loyal Customer,15,Business Travel,Eco,1766,100,99
98848481,Female,Loyal Customer,47,,Business,1453,0,0
98848482,Male,Loyal Customer,43,Personal Travel,Eco,1422,25,7
98848483,Female,Loyal Customer,54,Business Travel,Eco,1023,114,108
98848484,Female,Disloyal Customer,33,Business Travel,Business,2079,145,126
98848485,Male,Disloyal Customer,39,,Eco,1653,0,0
98848486,Female,Loyal Customer,16,Business Travel,Business,1156,0,0
98848487,Female,Loyal Customer,27,Business Travel,Business,1782,0,0
98848488,Female,Loyal Customer,47,Business Travel,Business,955,0,0
98848489,Male,Loyal Customer,39,Business Travel,Business,3687,0,0
98848490,Female,,51,Business Travel,Business,2058,0,0
98848491,Male,Loyal Customer,18,Business Travel,Business,5403,96,99
98848492,Female,Loyal Customer,65,Personal Travel,Eco,758,4,13
98848493,Male,Loyal Customer,22,Personal Travel,Eco,1978,0,1
98848494,Male,Loyal Customer,10,Personal Travel,Eco,2082,70,85
98848495,Female,Loyal Customer,62,Personal Travel,Eco,249,0,16
98848496,Female,Loyal Customer,47,Personal Travel,Eco,1692,5,0
98848497,Female,Loyal Customer,63,Business Travel,Business,384,0,16
98848498,Female,Disloyal Customer,38,Business Travel,Eco,1803,23,6
98848499,Female,Loyal Customer,54,Personal Travel,Eco,864,1,19
98848500,Male,Loyal Customer,34,Business Travel,Business,2759,0,2
98848501,Male,Loyal Customer,14,Personal Travel,Eco,2084,0,0
98848502,Female,Loyal Customer,51,Personal Travel,Eco,388,4,9
98848503,Male,Loyal Customer,44,Personal Travel,Eco,1357,0,0
98848504,Female,,43,Business Travel,Business,2316,0,0
98848505,Male,,35,Personal Travel,Eco,1475,0,0
98848506,Female,,11,Personal Travel,Eco,1550,0,0
98848507,Female,Disloyal Customer,26,,Eco,1444,62,57
98848508,Male,Loyal Customer,41,Business Travel,Business,3777,20,16
98848509,Male,Disloyal Customer,43,Business Travel,Business,2132,0,0
98848510,Male,Disloyal Customer,39,Business Travel,Business,2053,30,31
98848511,Male,Loyal Customer,59,Business Travel,Business,690,3,0
98848512,Male,Loyal Customer,15,Personal Travel,Eco,3157,0,3
98848513,Male,Loyal Customer,45,Business Travel,Business,1936,0,0
98848514,Male,Loyal Customer,65,,Business,648,0,0
98848515,Female,Loyal Customer,9,Personal Travel,Eco,2453,52,45
98848516,Male,Loyal Customer,14,Personal Travel,Eco,1376,0,0
98848517,Female,Disloyal Customer,50,Business Travel,Eco,734,0,0
98848518,Female,Loyal Customer,53,Business Travel,Business,1656,0,0
98848519,Female,Loyal Customer,55,Business Travel,Business,783,0,0
98848520,Female,Loyal Customer,51,Personal Travel,Eco,994,0,0
98848521,Female,Disloyal Customer,50,Business Travel,Eco,1507,0,0
98848522,Male,,22,Personal Travel,Eco,2165,0,0
98848523,Female,Loyal Customer,29,Business Travel,Business,5109,0,0
98848524,Female,Disloyal Customer,27,Business Travel,Business,1865,0,0
98848525,Male,Loyal Customer,48,Business Travel,Eco,1532,0,0
98848526,Female,Loyal Customer,63,Business Travel,Business,236,0,0
98848527,Male,Loyal Customer,52,Personal Travel,Eco,1935,5,0
98848528,Male,Loyal Customer,18,Personal Travel,Eco,2062,0,0
98848529,Female,Loyal Customer,49,Personal Travel,Eco,450,15,20
98848530,Male,,49,Business Travel,Eco,2022,4,11
98848531,Male,Loyal Customer,65,Personal Travel,Eco,1935,52,49
98848532,Female,Loyal Customer,65,Personal Travel,Eco,966,0,0
98848533,Male,Loyal Customer,39,Personal Travel,Eco,1323,4,0
98848534,Female,Disloyal Customer,28,Business Travel,Eco,2177,42,30
98848535,Male,Disloyal Customer,23,,Business,2239,0,0
98848536,Female,Disloyal Customer,22,Business Travel,Eco,1955,0,0
98848537,Female,Loyal Customer,48,,Eco,711,0,0
98848538,Male,Loyal Customer,51,Business Travel,Business,975,12,2
98848539,Female,Loyal Customer,51,Personal Travel,Eco,1002,0,0
98848540,Female,Loyal Customer,39,Business Travel,Business,3988,0,0
98848541,Male,Loyal Customer,17,Personal Travel,Eco,3129,0,0
98848542,Female,Loyal Customer,60,Business Travel,Eco,349,8,4
98848543,Female,Loyal Customer,38,Business Travel,Business,2538,0,0
98848544,Female,Disloyal Customer,39,Business Travel,Business,2479,0,1
98848545,Male,Loyal Customer,62,Personal Travel,Eco,2109,0,0
98848546,Female,Loyal Customer,25,Business Travel,Business,3663,67,66
98848547,Male,Loyal Customer,45,,Business,249,0,0
98848548,Male,,49,Personal Travel,Eco,1747,75,85
98848549,Female,Loyal Customer,12,Personal Travel,Eco,2710,0,3
98848550,Male,Disloyal Customer,19,Business Travel,Eco,2668,31,22
98848551,Male,Loyal Customer,45,Personal Travel,Eco,2037,5,27
98848552,Male,Loyal Customer,51,Business Travel,Business,2597,3,0
98848553,Male,Loyal Customer,54,Business Travel,Eco,1550,0,3
98848554,Female,Loyal Customer,8,Business Travel,Business,2204,13,3
98848555,Male,Loyal Customer,50,,Business,2711,72,49
98848556,Female,Loyal Customer,48,Business Travel,Business,1702,36,33
98848557,Male,Loyal Customer,16,,Eco,1796,0,1
98848558,Female,Loyal Customer,56,Business Travel,Business,2393,3,NA
98848559,Female,,48,Business Travel,Business,637,3,0
98848560,Male,Loyal Customer,54,Business Travel,Business,3409,0,0
98848561,Male,Loyal Customer,21,Personal Travel,Eco,2156,0,0
98848562,Female,Disloyal Customer,20,Business Travel,Eco,1486,0,0
98848563,Female,Loyal Customer,61,Personal Travel,Eco,1258,0,0
98848564,Female,Loyal Customer,25,Business Travel,Business,2687,70,80
98848565,Male,Loyal Customer,46,,Business,3948,0,0
98848566,Male,Loyal Customer,52,Personal Travel,Eco,1184,0,0
98848567,Female,Loyal Customer,42,Business Travel,Business,1053,17,18
98848568,Male,,28,Business Travel,Business,2252,0,0
98848569,Male,Loyal Customer,45,Business Travel,Business,2047,23,16
